company_name,fyear,status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_VERY_LOW_RISK,2001,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2002,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2003,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2004,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2005,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2006,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2007,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2008,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2009,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
C_VERY_LOW_RISK,2010,alive,4339,0,0,43,65,10000000,0,0,0,10000,10000000,10000000,10000000,0,10000000,65,10000000,65
