company_name,fyear,status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_VERY_HIGH_RISK,2001,alive,99339,0,0,0,0,-514091,0,0,0,296874,0,0,0,0,0,1501708,1802696,2003926
C_VERY_HIGH_RISK,2002,alive,75986,0,0,0,0,-575368,0,0,0,261214,0,0,0,0,0,1522147,1810416,2010647
C_VERY_HIGH_RISK,2003,alive,58703,0,0,0,0,-636413,0,0,0,238220,0,0,0,0,0,1531359,1821261,2024649
C_VERY_HIGH_RISK,2004,alive,38980,0,0,0,0,-699882,0,0,0,203893,0,0,0,0,0,1540403,1830084,2033988
C_VERY_HIGH_RISK,2005,alive,18722,0,0,0,0,-755439,0,0,0,175609,0,0,0,0,0,1550245,1843063,2042016
C_VERY_HIGH_RISK,2006,alive,15610,0,0,0,0,-813930,0,0,0,142462,0,0,0,0,0,1561847,1850933,2053323
C_VERY_HIGH_RISK,2007,alive,17007,0,0,0,0,-873929,0,0,0,104935,0,0,0,0,0,1574494,1860225,2061050
C_VERY_HIGH_RISK,2008,alive,16787,0,0,0,0,-938876,0,0,0,78734,0,0,0,0,0,1582141,1873172,2070883
C_VERY_HIGH_RISK,2009,alive,17707,0,0,0,0,-994629,0,0,0,46011,0,0,0,0,0,1590619,1882534,2084480
C_VERY_HIGH_RISK,2010,alive,19346,0,0,0,0,-1054451,0,0,0,10636,0,0,0,0,0,1600309,1891435,2093404
